,time,measurement,value
175,1641920648.1481001,V,7.824837684631348
176,1641920648.2469025,state_est_mean,"[-1.840057134628296, 0.42678776383399963, -0.6863642334938049]"
177,1641920648.2469025,state_est_cov,"[[3.132573328912258e-05, 2.9190521672717296e-05, 6.378169928211719e-05], [2.9190521672717296e-05, 4.982970131095499e-05, 8.838326903060079e-05], [6.378169200615957e-05, 8.838326175464317e-05, 0.00248340773396194]]"
178,1641920648.2469025,control_command,"[0.08351068943738937, -1.1190327405929565]"
179,1641920648.2469025,V,7.808884143829346
180,1641920648.347026,state_est_mean,"[-1.835817575454712, 0.41662123799324036, -0.8119490146636963]"
181,1641920648.347026,state_est_cov,"[[3.1596948247170076e-05, 2.9310243917279877e-05, 6.494046101579443e-05], [2.9310243917279877e-05, 4.9978061724686995e-05, 8.732439891900867e-05], [6.49404464638792e-05, 8.732439164305106e-05, 0.0024916427209973335]]"
182,1641920648.347026,control_command,"[0.09260833263397217, -0.2519015073776245]"
183,1641920648.347026,V,7.772064208984375
184,1641920648.447855,state_est_mean,"[-1.8322937488555908, 0.410104364156723, -0.8367387652397156]"
185,1641920648.447855,state_est_cov,"[[3.193700104020536e-05, 2.9577495297417045e-05, 6.742540426785126e-05], [2.9577497116406448e-05, 5.05667194374837e-05, 8.798352064331993e-05], [6.742539699189365e-05, 8.798351336736232e-05, 0.0024989922530949116]]"
186,1641920648.447855,control_command,"[0.08861140161752701, -0.7751479744911194]"
187,1641920648.447855,V,7.759978294372559
188,1641920648.5476406,state_est_mean,"[-1.8281843662261963, 0.4000232219696045, -0.9167967438697815]"
189,1641920648.5476406,state_est_cov,"[[3.2211592042585835e-05, 2.983371632581111e-05, 6.887070776429027e-05], [2.983371632581111e-05, 5.113780571264215e-05, 8.799166971584782e-05], [6.887070048833266e-05, 8.799166971584782e-05, 0.0025053282734006643]]"
190,1641920648.5476406,control_command,"[0.07893060147762299, -1.3432166576385498]"
191,1641920648.5476406,V,7.743051528930664
192,1641920648.6468484,state_est_mean,"[-1.8191924095153809, 0.3978483974933624, -1.0218695402145386]"
193,1641920648.6468484,state_est_cov,"[[3.241749800508842e-05, 3.002962694154121e-05, 6.896301783854142e-05], [3.002962694154121e-05, 5.172724195290357e-05, 8.614428952569142e-05], [6.89630105625838e-05, 8.61442822497338e-05, 0.0025116284377872944]]"
194,1641920648.6468484,control_command,"[0.04060918837785721, -2.281005859375]"
195,1641920648.6468484,V,7.743394374847412
196,1641920648.7461843,state_est_mean,"[-1.8153660297393799, 0.3978811800479889, -1.2339160442352295]"
197,1641920648.7461843,state_est_cov,"[[3.236376869608648e-05, 2.9843875381629914e-05, 6.33296585874632e-05], [2.9843875381629914e-05, 5.1622333558043465e-05, 7.875017763581127e-05], [6.332965131150559e-05, 7.875017035985366e-05, 0.002522040391340852]]"
198,1641920648.7461843,control_command,"[0.04017958417534828, -2.2866435050964355]"
